Settore storico pe;Insegna;Ubicazione;Tipo via;Via;Civico;Codice via;ZD;Forma commercio;Forma commercio prev;Forma vendita;Superficie somministrazione
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Giochi Legge 388/2000;Tavola fredda";circolo acli;"PZA MADONNA DELLA PROVVIDENZA N. 1 c/o circolo acli; isolato:023; accesso: accesso interno; (z.d. 7)";PZA;MADONNA DELLA PROVVIDENZA;1;6851;7;solo somministrazione;somministrazione;al banco;45
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Mensa";int. c n r;"VIA COZZI ROBERTO num.053 c/o centro nazionale ricerche; accesso: accesso interno; (z.d. 9)";VIA;BELGIOIOSO CRISTINA;120;7501;8;solo somministrazione;somministrazione;self service;202
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Pizzeria;Tavola calda;Tavola fredda";buffet della stazione;"codvia 9411 ff greco p; isolato:009; accesso: accesso esterno; (z.d. 9)";PLE;STAZIONE DI PORTA GENOVA;3;5120;6;solo somministrazione;somministrazione;al banco;154
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;Tavola fredda";bar caffe venere club;"VIA MAGOLFA N. 12 ; isolato:074; accesso: accesso interno; (z.d. 6)";VIA;MAGOLFA;12;5159;6;solo somministrazione;somministrazione;al banco;118
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Ristorante";;"PZA BELGIOIOSO N. 2 c/o circolo artisti e patriott;pza belgioioso 002; isolato:363; accesso: accesso esterno; (z.d. 1)";PZA;BELGIOIOSO;2;232;1;solo somministrazione;somministrazione;al banco;335
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Sale da ballo, locali notturni;Discoteche,sale ballo notturni";extasia;"LGO AUGUSTO N. 7 ;via marziale 004; isolato:266; accesso: accesso esterno; (z.d. 1)";LGO;AUGUSTO;7;315;1;solo somministrazione;somministrazione;al banco;90
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Sale da ballo, locali notturni;Licenza giochi leciti/elettr..";;"VIA DE ANDREIS LUIGI N. 13 ; isolato:271; accesso: accesso esterno; (z.d. 4)";VIA;DE ANDREIS LUIGI;13;3272;4;solo somministrazione;somministrazione;al banco;200
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola calda";;VIA MADRUZZO CRISTOFORO N. 3 (z.d. 8);VIA;MADRUZZO CRISTOFORO;3;6401;8;;;;83
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola calda";bar c/o la nuova cuccia;"VIA VARESINA N. 80 ; isolato:252; accesso: accesso interno; (z.d. 8)";VIA;VARESINA;80;7290;8;solo somministrazione;somministrazione;self service;92
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola calda";mensa int.minist.tesoro;"VIA ZURETTI GIANFRANCO N. 34 c/o ministero del tesoro; isolato:143; accesso: accesso esterno; (z.d. 2)";VIA;ZURETTI GIANFRANCO;34;1216;2;solo somministrazione;somministrazione;misto;71
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola calda;Tavola fredda";;"VIA DEGLI ULIVI N. 2 c/o circolo arci olmi; isolato:501; (z.d. 7)";VIA;DEGLI ULIVI;2;6825;7;;;;250
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";;"CSO DI PORTA NUOVA N. 21 c/o ospedale oftalmico; isolato:009; (z.d. 1)";CSO;DI PORTA NUOVA;21;1044;1;;;;23
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";;"VIA CIAIA IGNAZIO num.012/a c/o parrocchia s. nicola; isolato:065; (z.d. 9)";VIA;CIAIA IGNAZIO;;1294;9;;;;280
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";;"VIA SANT' ABBONDIO N. 12 ; isolato:071; accesso: accesso interno; (z.d. 5)";VIA;SANT' ABBONDIO;12;5315;5;solo somministrazione;somministrazione;al banco;24
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";;"VIA TUCIDIDE N. 56 c/o albacom s.p.a; isolato:011; (z.d. 3)";VIA;TUCIDIDE;56;3251;3;;;;54
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";;"VIA VARESINA N. 46 ; isolato:266; (z.d. 8)";VIA;VARESINA;46;7290;8;;;;420
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";cinema teatro san carlo;"VIA MOROZZO DELLA ROCCA N. 12 int.cinema teatro s.carlo; isolato:144; accesso: accesso esterno; (z.d. 1)";VIA;MOROZZO DELLA ROCCA;12;6215;1;solo somministrazione;somministrazione;al banco;54
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";circ.aziend.lavorat.scala;"VIA BERGOGNONE AMBROGIO DA FOSSANO N. 34 c/o circ.azie.lavoratori scala; isolato:031; accesso: accesso interno; (z.d. 6)";VIA;BERGOGNONE AMBROGIO DA FOSSANO;34;5130;6;solo somministrazione;somministrazione;al banco;92
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";int.liceo scien.a.eistein;"VIA EINSTEIN ALBERTO N. 3 c/o l.s. einstein; isolato:145; accesso: accesso interno; (z.d. 4)";VIA;EINSTEIN ALBERTO;3;4199;4;solo somministrazione;somministrazione;al banco;7
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";night club il gabbiano;"VIA VALVASSORI PERONI CARLO N. 41 ; isolato:104; accesso: accesso esterno; (z.d. 3)";VIA;VALVASSORI PERONI CARLO;41;2580;3;solo somministrazione;somministrazione;misto;133
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda";ospedale;"VIA GRASSI GIOVANNI BATTISTA N. 74 c/o ospedale sacco; isolato:017; accesso: accesso interno; (z.d. 8)";VIA;GRASSI GIOVANNI BATTISTA;74;7465;8;solo somministrazione;somministrazione;al banco;144
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFF� E SIMILI";;"VIA VALPARAISO N. 2 c/o ludoteca per bambini; (z.d. 6)";VIA;VALPARAISO;2;6093;6;;;;75
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda;Cibi cotti preconfezionati";bar int.palestra;"VIA SARPI FRA' PAOLO N. 8 (interno palestra); isolato:068; accesso: accesso interno; (z.d. 8)";VIA;SARPI FRA' PAOLO;8;7210;8;solo somministrazione;somministrazione;al banco;39
"BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Tavola fredda;Elettr.Automatici Meccaniche";bar/assoc.sport.biliardo;"VIA CARDINALE MEZZOFANTI N. 8 int.assoc.sport.amat.biliardo; isolato:208; (z.d. 4)";VIA;CARDINALE MEZZOFANTI;8;3277;4;solo somministrazione;somministrazione;al banco;85
"BAR CAFF�;Giochi Legge 388/2000";;"VIA LESSONA MICHELE N. 70 c/o parrocchia resurrezione; isolato:033; accesso: accesso interno; (z.d. 8)";VIA;LESSONA MICHELE;70;7490;8;solo somministrazione;somministrazione;al banco;140
"BAR CAFF�;Giochi Legge 388/2000";bar c/o musiclub;"VIA ABBA GIUSEPPE CESARE N. 7 ; isolato:069; accesso: accesso interno; (z.d. 9)";VIA;ABBA GIUSEPPE CESARE;7;1295;9;solo somministrazione;somministrazione;al banco;36
"BAR CAFF�;Giochi Legge 388/2000;Disco-piano-americ.bar serali;Sale da ballo, locali notturni;Genere Merceol.Autorizz.Sanit.";;"VIA DE CASTILLIA GAETANO N. 30 int. discoteca; isolato:294; accesso: accesso esterno; (z.d. 9)";VIA;DE CASTILLIA GAETANO;30;1123;9;solo somministrazione;somministrazione;al banco;1170
"BAR CAFF�;Gioco video";;"VIA MOSCA ANTONIO N. 67 c/o circolo aics olmi; isolato:242; accesso: accesso esterno; (z.d. 7)";VIA;MOSCA ANTONIO;67;6788;7;solo somministrazione;somministrazione;al banco;120
"BAR CAFF�;Licenza giochi leciti/elettr..;Prodotti di gastronomia";;"LARGO BALESTRA ANTONIO N. 5 interno palasport; accesso: accesso esterno; (z.d. 6)";LARGO;BALESTRA ANTONIO;5;5464;6;solo somministrazione;somministrazione;al banco;48
"BAR CAFF�;Mensa";;"VIA CASSINIS GIOVANNI BATTISTA N. 21 c/o centro helvetia; (z.d. 4)";VIA;CASSINIS GIOVANNI BATTISTA;21;4309;4;;;;468
"BAR CAFF�;Mensa";;"VIA DEI PANIGAROLA N. 14 c/o rsa virgilio ferrari; isolato:129; accesso: accesso interno; (z.d. 4)";VIA;DEI PANIGAROLA;14;4284;4;solo somministrazione;somministrazione;self service;294
"BAR CAFF�;Mensa";;"VIA MONTE ROSA N. 91 c/o mensa aziendale; (z.d. 8)";VIA;MONTE ROSA;91;6388;7;;;;154
"BAR CAFF�;Mensa";;"VIA SAN VIGILIO N. 1 c/o cral savoia assicuraz. spa; isolato:079; (z.d. 6)";VIA;SAN VIGILIO;1;5424;6;;;;290
"BAR CAFF�;Mensa";;"VIA SARFATTI ROBERTO N. 25 c/o universit� bocconi; isolato:119; accesso: accesso interno; (z.d. 5)";VIA;SARFATTI ROBERTO;25;4202;5;solo somministrazione;somministrazione;self service;368
"BAR CAFF�;Mensa";;"VIA SPADOLINI GIOVANNI N. 7 c/o centro leoni; (z.d. 5)";VIA;SPADOLINI GIOVANNI;7;4325;5;;;;
"BAR CAFF�;Mensa";;"VIA TONALE N. 11 c/o telecom italia; isolato:242; (z.d. 2)";VIA;TONALE;11;1213;2;;;;478
"BAR CAFF�;Mensa";banca profilo spa;"CSO ITALIA N. 49 c/o banca profilo;cso italia 049; isolato:048; (z.d. 1)";CSO;ITALIA;49;526;1;;;;
"BAR CAFF�;Mensa";bar c/o residenza anziani;"VIA SAN LUCA N. 4 c/o residenza sanitaria per an; isolato:209; accesso: accesso interno; (z.d. 1)";VIA;SAN LUCA;4;5193;1;solo somministrazione;somministrazione;al banco;95
"BAR CAFF�;Mensa";binda spa;"VLE CERTOSA N. 2 c/o binda; isolato:336; (z.d. 8)";VLE;CERTOSA;2;7174;8;;;;
"BAR CAFF�;Mensa";centro educativo/sportivo;"VIA DEI MISSAGLIA N. 117 c/o istituto don calabria; isolato:102; accesso: accesso interno; (z.d. 5)";VIA;DEI MISSAGLIA;117;5340;5;solo somministrazione;somministrazione;self service;143
"BAR CAFF�;Mensa";int.boehringer ingelheir;"VIA MARELLI ERCOLE N. 1 c/o boehringer ingelheim itali; accesso: accesso interno; (z.d. 5)";VIA;MARELLI ERCOLE;1;4128;5;solo somministrazione;somministrazione;self service;350
"BAR CAFF�;Mensa";int.l oreal italia spa.;"VIA PRIMATICCIO FRANCESCO N. 155 c/o l'oreal italia; isolato:035; accesso: accesso interno; (z.d. 6)";VIA;PRIMATICCIO FRANCESCO;155;6646;6;solo somministrazione;somministrazione;al banco;727
"BAR CAFF�;Mensa";int.spazi tiglio j srl.;"VIA CAVIGLIA ENRICO N. 11 c/o tiglio i srl; isolato:032; accesso: accesso interno; (z.d. 4)";VIA;CAVIGLIA ENRICO;11;4198;4;solo somministrazione;somministrazione;al banco;83
"BAR CAFF�;Mensa";i.t.s.s. p. p. pasolini;"VIA BISTOLFI LEONARDO N. 15 c/o i.t.t. pier paolo pasolini; isolato:144; (z.d. 3)";VIA;BISTOLFI LEONARDO;15;2682;3;;;;228
"BAR CAFF�;Mensa";mensa enel real estate;"VIA BERTOLAIA GIUSEPPE N. 38 c/o enel real estate s.p.a.; isolato:006; accesso: accesso interno; (z.d. 2)";VIA;BERTOLAIA GIUSEPPE;38;2408;2;solo somministrazione;somministrazione;al banco;162
"BAR CAFF�;Mensa";mensa unisys spa.;"VIA CRESPI BENIGNO N. 57 c/o unisys s.p.a; isolato:053; accesso: accesso interno; (z.d. 9)";VIA;CRESPI BENIGNO;57;1313;9;solo somministrazione;somministrazione;self service;208
"BAR CAFF�;Mensa";residenza arzaga;"VIA ARZAGA N. 1 c/o residenza sanitario assist; (z.d. 6)";VIA;ARZAGA;1;6674;6;;;;
"BAR CAFF�;Mensa;Genere Merceol.Autorizz.Sanit.";c/o i.u.lm.;"VIA CARLO BO N. 1 c/o universit? iulm;ingresso via 5289 num.003; accesso: accesso interno; (z.d. 6)";VIA;CARLO BO;1;5485;6;solo somministrazione;somministrazione;self service;221
"BAR CAFF�;Mensa;Tav.calde,self service,fast f.";;"VIA DURANDO GIOVANNI N. 38 c/o mensa interaziendale; isolato:014; accesso: accesso esterno; (z.d. 9)";VIA;DURANDO GIOVANNI;38;1466;9;solo somministrazione;somministrazione;misto;225
"BAR CAFF�;Mensa;Tav.calde,self service,fast f.";;"VLE BODIO LUIGI N. 29 c/o centro direzionale bodio; accesso: accesso interno; (z.d. 9)";VLE;BODIO LUIGI;29;1237;9;solo somministrazione;somministrazione;misto;900
"BAR CAFF�;Mensa;Tavola fredda";;"VIA BOCCHETTO N. 6 c/o banca unicredit group di r;via bocchetto 006; isolato:433; (z.d. 1)";VIA;BOCCHETTO;6;569;1;;;;461
"BAR CAFF�;Pizzeria;Tavola calda";;"VIA VALVASSORI PERONI CARLO N. 21 c/o istituto universitario c.i; (z.d. 3)";VIA;VALVASSORI PERONI CARLO;21;2580;3;;;;
"BAR CAFF�;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";;"codvia 9130 mm1 bonola; isolato:995; accesso: accesso interno; (z.d. 8)";VIA;DELLA TORRE;24;2322;2;somministrazione/minuto;minuto;misto;36
"BAR CAFF�;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";;"codvia 9128 mm1 lampug; accesso: accesso interno; (z.d. 8)";VIA;CICOGNA MOZZONI CARLO;5;1676;9;solo somministrazione;somministrazione;al banco;96
"BAR CAFF�;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Seconda bottiglia";madison dance music hall;"VIA GIOVANNI DA UDINE N. 28 ; isolato:221; accesso: accesso esterno; (z.d. 8)";VIA;GIOVANNI DA UDINE;28;7408;8;solo somministrazione;somministrazione;misto;1380
"BAR CAFF�;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Tavola fredda";universita bicocca pal.u7;"VLE SARCA N. 202 c/o polo bicocca edif.u7-46/66; accesso: accesso interno; (z.d. 9)";VLE;SARCA;202;1427;9;solo somministrazione;somministrazione;al banco;149
"BAR CAFF�;Prodotti di gastronomia;Tavola fredda";;"VLE JENNER EDOARDO N. 68 interno sala bingo; (z.d. 9)";VLE;JENNER EDOARDO;68;1230;9;;;;519
"BAR CAFF�;Ristorante";;"VIA FELTRE N. 33 int. tennis club ambrosiano; (z.d. 3)";VIA;FELTRE;33;2652;3;;;;153
"BAR CAFF�;Ristorante";;"VIA LATTANZIO N. 74 ; isolato:102; accesso: accesso interno; (z.d. 4)";VIA;LATTANZIO;74;4091;4;solo somministrazione;somministrazione;misto;42
"BAR CAFF�;Ristorante";;VIA LORENTEGGIO N. 260 (z.d. 6);VIA;LORENTEGGIO;260;5132;6;;;;
"BAR CAFF�;Ristorante";;VLE BELISARIO N. 3 (z.d. 8);VLE;BELISARIO;3;6360;8;;;;600
"BAR CAFF�;Ristorante";;"VLE BIANCA MARIA N. 18 c/o circolo la non libreria; isolato:009; accesso: accesso interno; (z.d. 1)";VLE;BIANCA MARIA;18;3050;1;solo somministrazione;somministrazione;misto;77
"BAR CAFF�;Ristorante";;"VLE PASUBIO N. 14 circolo affiliato a.s.c.; (z.d. 9)";VLE;PASUBIO;14;1112;9;;;;
"BAR CAFF�;Ristorante";centro ippico lombardo;"VIA FETONTE N. 21 c/o circolo centro ippico lomb; isolato:174; accesso: accesso esterno; (z.d. 7)";VIA;FETONTE;21;6495;7;solo somministrazione;somministrazione;al banco;222
"BAR CAFF�;Ristorante;Genere Merceol.Autorizz.Sanit.";;"ALZ NAVIGLIO GRANDE N. 160 c/o circolo canottieri milano; isolato:002; accesso: accesso interno; (z.d. 6)";ALZ;NAVIGLIO GRANDE;160;5144;6;solo somministrazione;somministrazione;misto;275
"BAR CAFF�;Ristorante;Pizzeria;Tav.calde,self service,fast f.;Pizzerie e simili;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.";il lupo;"VLE UMBRIA num.004 ang.v.colletta c/ocent.comm.le; accesso: accesso esterno; (z.d. 4)";VLE;UMBRIA;;3145;4;solo somministrazione;somministrazione;al banco;215
"BAR CAFF�;Ristorante;Sale da ballo, locali notturni";;"PZA DIAZ ARMANDO N. 1 ;pza diaz armando 001; isolato:422; accesso: accesso esterno; (z.d. 1)";PZA;DIAZ ARMANDO;1;339;1;somministrazione/minuto;somministrazione;misto;126
"BAR CAFF�;Ristorante;Sale da ballo, locali notturni";;PZA GARIBALDI ANITA N. 13 (z.d. 7);PZA;GARIBALDI ANITA;13;6786;7;;;;127
"BAR CAFF�;Ristorante;Stab.baln. e impianti sportivi";nuova canottieri olona;"ALZ NAVIGLIO GRANDE N. 146 c/o canottieri olona srl; isolato:002; accesso: accesso interno; (z.d. 6)";ALZ;NAVIGLIO GRANDE;146;5144;6;solo somministrazione;somministrazione;misto;408
"BAR CAFF�;Ristorante, trattoria, osteria;BAR CAFF� E SIMILI;Tavola calda;Sale da ballo, locali notturni;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Wine,birr.,pub enot.,caff.,the;Disco-piano-americ.bar serali;Pizzeria;Tav.calde,self serv";;"VIA BREMBO N. 23 (interno discoteca); isolato:014; (z.d. 5)";VIA;BREMBO;23;4219;5;;;;241
"BAR CAFF�;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Tavola fredda;Bar gastronomici e simili;Cibi cotti preconfezionati";le jardin d histoire;"CSO VENEZIA N. 55 interno museo;cso venezia 055; isolato:018; accesso: accesso interno; (z.d. 1)";CSO;VENEZIA;55;238;1;solo somministrazione;somministrazione;misto;166
"BAR CAFF�;Ristorante, trattoria, osteria;Mensa;BAR CAFF� E SIMILI";int.fondiaria/sai;"VIA SENIGALLIA num.018/2 c/o fondiaria/sai; isolato:008; accesso: accesso interno; (z.d. 9)";VIA;LOMBARDINI ELIA;6;5146;6;solo somministrazione;somministrazione;self service;130
"BAR CAFF�;Sale da ballo, locali notturni;Discoteche,sale ballo notturni;Genere Merceol.Autorizz.Sanit.";tropicana;"VLE BLIGNY N. 52 ; accesso: accesso esterno; (z.d. 5)";VLE;BLIGNY;52;4045;5;solo somministrazione;somministrazione;al banco;45
"BAR CAFF�;Sale da ballo, locali notturni;Elettr.Automatici Meccaniche;Tavola fredda;Discoteche,sale ballo notturni";nidaba teathre;"VIA GOLA EMILIO N. 12 ; isolato:075; accesso: accesso esterno; (z.d. 6)";VIA;GOLA EMILIO;12;5154;6;solo somministrazione;somministrazione;al banco;78
"BAR CAFF�;Sale da ballo, locali notturni;Genere Merceol.Autorizz.Sanit.";arizona 2000;"VIA BATTAGLIA NATALE N. 14 ; isolato:346; accesso: accesso esterno; (z.d. 2)";VIA;BATTAGLIA NATALE;14;2268;2;solo somministrazione;somministrazione;al banco;780
"BAR CAFF�;Sale da ballo, locali notturni;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Discoteche,sale ballo notturni;Ristorante;BAR CAFF� E SIMILI;Ristorante, trattoria, osteria;Ristorante, trattoria, osteria";;"VIA FABIO MASSIMO num.036 int. sala da ballo al chiuso; isolato:150; accesso: accesso esterno; (z.d. 4)";VLE;LANCETTI VINCENZO;29;1221;9;solo somministrazione;somministrazione;misto;2375
"BAR CAFF�;Sale da ballo, locali notturni;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Giochi Legge 388/2000";new ciao ciao;"VIA MERLO CARLO GIUSEPPE N. 3 ;via merlo carlo giuseppe 003; isolato:320; accesso: accesso esterno; (z.d. 1)";VIA;MERLO CARLO GIUSEPPE;3;329;1;solo somministrazione;somministrazione;misto;60
"BAR CAFF�;Sale da ballo, locali notturni;Genere Merceol.Autorizz.Sanit.;Tavola calda;Ristorante, trattoria, osteria";discoteca;"VIA SANTA MARIA SEGRETA num.007/9 ; accesso: accesso esterno; (z.d. 1)";VIA;SANTA MARIA SEGRETA;;624;1;solo somministrazione;somministrazione;misto;354
"BAR CAFF�;Sale da ballo, locali notturni;Tavola fredda";;"VIA BECHI GIULIO N. 2 int.strutt.sportiva cameroni; (z.d. 2)";VIA;BECHI GIULIO;2;2354;2;;;;86
"BAR CAFF�;Tav.calde,self service,fast f.;Bar gastronomici e simili";bar mensa isu politecnico;"PZA LEONARDO DA VINCI N. 32 c/o isu politecnico di milano; isolato:099; accesso: accesso interno; (z.d. 3)";PZA;LEONARDO DA VINCI;32;2208;3;solo somministrazione;somministrazione;self service;301
"BAR CAFF�;Tav.calde,self service,fast f.;Bar gastronomici e simili;Mensa";bar mensa isu policlinico;"VLE ROMAGNA N. 62 c/o isu policlinico di milano; isolato:115; accesso: accesso interno;
casa dello studente (z.d. 3)";VLE;ROMAGNA;62;3102;3;;somministrazione;self service;500
"BAR CAFF�;Tavola calda";;VIA COMUNE ANTICO N. 42 (z.d. 9);VIA;COMUNE ANTICO;42;1420;9;;;;55
"BAR CAFF�;Tavola calda";;"VIA MANIN DANIELE N. 23 interno aziende,fabbriche,ecc.; isolato:016; accesso: accesso interno; (z.d. 1)";VIA;MANIN DANIELE;23;1052;1;solo somministrazione;somministrazione;al banco;78
"BAR CAFF�;Tavola calda";;"VLE BERENGARIO N. 3 ; isolato:226; accesso: accesso interno; (z.d. 8)";VLE;BERENGARIO;3;6364;8;solo somministrazione;somministrazione;misto;37
"BAR CAFF�;Tavola calda";;VLE PREMUDA N. 20 (z.d. 4);VLE;PREMUDA;20;3063;4;;;;
"BAR CAFF�;Tavola calda";bar tavola calda;"VIA FOPPA VINCENZO N. 24 angolo via sormani; isolato:298; accesso: accesso esterno; (z.d. 7)";VIA;FOPPA VINCENZO;24;6109;7;solo somministrazione;somministrazione;al banco;188
"BAR CAFF�;Tavola calda;Genere Merceol.Autorizz.Sanit.";;"VIA MONTECUCCOLI RAIMONDO N. 35 circolo; isolato:026; (z.d. 6)";VIA;MONTECUCCOLI RAIMONDO;35;6650;6;;;;90
"BAR CAFF�;Tavola calda;Genere Merceol.Autorizz.Sanit.";interno palestra;"VIA GARGANO num.003/5 /5 interno palestra; accesso: accesso esterno; (z.d. 5)";VIA;GARGANO;;4163;5;solo somministrazione;somministrazione;misto;58
"BAR CAFF�;Tavola calda;Genere Merceol.Autorizz.Sanit.";int.politecnico-fisica;"VIA CELORIA GIOVANNI N. 16 c/o facolt? scienze fisiche; isolato:122; accesso: accesso interno; (z.d. 3)";VIA;CELORIA GIOVANNI;16;2209;3;solo somministrazione;somministrazione;al banco;160
"BAR CAFF�;Tavola calda;Tavola fredda";;"VIA SOLFERINO N. 33 ass. amicizia italo somala; isolato:006; accesso: accesso interno; (z.d. 1)";VIA;SOLFERINO;33;1028;1;solo somministrazione;somministrazione;misto;158
"BAR CAFF�;Tavola fredda";;"CSO LODI N. 39 int. cinema; isolato:178; accesso: accesso interno; (z.d. 4)";CSO;LODI;39;4068;4;somministrazione/minuto;minuto;al banco;14
"BAR CAFF�;Tavola fredda";;"PLE SEGESTA num.004 c/o coop. segesta; isolato:200; accesso: accesso esterno; (z.d. 7)";PLE;SEGESTA;;6535;7;solo somministrazione;somministrazione;al banco;65
"BAR CAFF�;Tavola fredda";;"PZA ANELLI GIACOMO N. 4 c/o circolo acli turro; isolato:270; accesso: accesso esterno; (z.d. 2)";PZA;ANELLI GIACOMO;4;2326;2;solo somministrazione;somministrazione;al banco;183
"BAR CAFF�;Tavola fredda";;"PZA BELLOVESO N. 5 c/o parrocchia s. martino in n; isolato:093; accesso: accesso interno; (z.d. 9)";PZA;BELLOVESO;5;1593;9;solo somministrazione;somministrazione;al banco;113
"BAR CAFF�;Tavola fredda";;"PZA CARLO MAGNO num.000 c/o bar rai c/o fiera campiona; isolato:080; pto strada:cs; accesso: accesso interno; (z.d. 8)";PZA;CARLO MAGNO;;7166;8;solo somministrazione;somministrazione;al banco;75
"BAR CAFF�;Tavola fredda";;"PZA DUCA D'AOSTA interno stazione centrale;";PZA;DUCA D'AOSTA;;1200;2;;;;31
"BAR CAFF�;Tavola fredda";;"PZA SAN FEDELE N. 4 c/o cinema parrocc. san fedele;pza san fedele 004; isolato:384; accesso: accesso esterno; (z.d. 1)";PZA;SAN FEDELE;4;203;1;somministrazione/minuto;somministrazione;al banco;88
"BAR CAFF�;Tavola fredda";;"PZA SANT' AMBROGIO N. 25 c/o parrocchia;pza sant' ambrogio 005; isolato:339; (z.d. 1)";PZA;SANT' AMBROGIO;25;643;1;;;;70
"BAR CAFF�;Tavola fredda";;"VIA ABBIATI FILIPPO N. 7 amici dello scautismo; isolato:253; (z.d. 7)";VIA;ABBIATI FILIPPO;7;6556;7;;;;59
"BAR CAFF�;Tavola fredda";;VIA ANDREOLI DON GIUSEPPE N. 18 (z.d. 9);VIA;ANDREOLI DON GIUSEPPE;18;1467;9;;;;38
"BAR CAFF�;Tavola fredda";;"VIA BASSINI EDOARDO num.036/38 c/o coop. collegio universita.; isolato:103; accesso: accesso interno; (z.d. 3)";VIA;ROVIGNO;;2319;2;solo somministrazione;somministrazione;self service;56
